id,class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
2423,e,1.42,f,w,n,f,,d,g,4.89,2.53,,,w,,,f,f,,g,u
2424,p,6.73,x,s,n,f,s,,n,5.6,7.3,,y,n,,,f,f,,d,a
2425,e,8.09,s,,n,f,s,c,u,6.15,14.4,,,u,,,f,f,,l,w
2426,e,7.86,s,l,w,f,d,,p,3.63,9.81,,,w,,,f,f,,d,a
2427,e,3.57,b,g,g,f,a,d,w,5.98,3.55,,s,g,,,f,f,,d,w
2428,e,6.81,x,,n,f,x,c,w,6.19,15.24,,s,w,,,f,f,,d,a
2429,e,8.85,x,,n,f,s,c,p,6.38,19.8,b,,u,,,f,f,,g,w
2430,p,0.82,b,t,n,f,,c,g,3.56,2.48,,,n,,,t,f,,m,a
2431,e,6.99,s,s,o,f,d,d,b,6.4,12.48,,,w,,,f,f,,m,a
2432,e,1.51,c,g,n,f,a,,w,4.67,1.41,,,g,,,f,f,,d,a
2433,e,5.09,x,y,n,f,s,,g,5.24,6.75,,,w,,,f,f,,d,a
2434,p,1.33,b,h,n,f,a,,n,4.43,1.65,,t,n,,,f,f,,d,a
2435,e,6.48,b,h,k,f,s,d,g,3.99,9.0,,s,g,,,f,f,,d,a
2436,e,3.41,b,g,n,f,x,d,w,6.07,3.34,,,y,,,f,f,,g,a
2437,p,3.33,b,t,p,f,a,,r,5.35,6.69,,t,y,,,f,f,,d,a
2438,e,13.06,x,y,n,f,,,w,6.63,26.24,b,,n,,w,t,e,,d,a
2439,p,3.11,o,,g,f,f,f,f,3.84,15.23,,g,g,,,f,f,,d,u
2440,p,1.84,b,g,y,f,,c,n,5.47,2.79,,,n,,,f,f,,m,s
2441,p,8.94,x,,n,f,p,,w,8.92,30.04,c,,n,,,f,f,p,d,u
2442,e,6.46,f,y,n,f,e,c,p,4.27,12.1,,,w,,,t,r,,w,u
2443,p,6.93,f,h,e,f,x,d,w,5.05,16.99,b,,w,,,f,f,,d,u
2444,e,10.59,x,,n,t,,,w,11.4,17.3,b,,w,u,w,t,l,,d,u
2445,p,3.75,f,t,n,f,x,c,p,5.99,4.43,,i,n,,,f,f,,m,a
2446,e,11.05,s,,w,t,d,c,w,6.52,26.37,,,w,,,f,f,,d,u
2447,p,4.18,b,s,n,f,,,n,9.48,8.1,,,w,,,t,,k,g,a
2448,p,2.49,b,y,n,f,e,c,w,4.16,3.33,,k,w,,,t,e,,m,a
2449,p,8.86,x,h,r,f,,c,w,11.04,14.73,,,w,u,w,t,p,,d,u
2450,e,7.83,x,t,y,t,x,c,y,8.07,16.88,,,w,,,f,f,,d,a
2451,e,9.26,x,s,y,f,a,d,w,11.01,16.75,,i,n,,,t,,w,d,w
2452,p,9.54,s,,w,t,d,c,w,4.74,24.26,,,w,,,f,f,,d,a
2453,e,49.56,o,y,y,f,p,,y,5.66,35.5,,k,k,,,f,f,,d,u
2454,e,14.21,s,e,g,f,d,c,w,7.68,24.88,s,,w,,,f,f,,d,w
2455,p,3.71,x,h,o,f,a,c,n,4.55,5.97,,y,n,,,t,z,,d,u
2456,p,2.76,f,w,o,t,d,c,n,3.3,5.74,,,n,,,f,f,,d,a
2457,p,1.49,x,g,y,f,d,d,n,1.69,2.37,,s,n,,,f,f,,h,u
2458,e,9.68,f,,u,f,s,c,u,8.25,20.49,,,u,,,f,f,,l,w
2459,e,8.33,s,,u,f,s,c,u,7.26,18.53,,,b,,,f,f,,l,w
2460,p,9.2,o,,n,f,f,f,f,3.28,25.2,,g,n,,,f,f,,d,u
2461,p,10.67,x,,u,t,x,,u,8.96,20.29,s,,g,,u,f,f,,d,a
2462,e,6.51,x,s,b,f,x,c,w,7.76,12.01,,s,n,,,f,f,,l,a
2463,p,12.31,f,,n,f,e,,w,10.54,15.85,,,w,u,w,t,e,,d,a
2464,p,2.33,b,,n,f,a,,g,4.6,2.23,,s,n,,,f,f,,d,u
2465,p,7.34,f,w,p,f,s,c,p,4.53,9.97,,,p,,,f,f,,d,a
2466,e,5.66,x,s,n,f,x,c,w,7.09,9.73,,s,n,,,f,f,,l,w
2467,e,4.18,x,s,o,f,p,,n,5.19,10.9,,,o,,,f,f,,d,w
2468,p,8.99,x,,u,t,x,,u,9.57,21.17,s,,g,,u,f,f,,d,a
2469,e,1.59,c,g,n,f,a,,g,5.36,1.61,,,g,,,f,f,,d,a
2470,e,8.47,f,t,e,f,x,d,w,5.77,18.0,b,,w,,,f,f,,d,u
2471,p,16.51,x,s,n,t,p,,e,9.12,33.23,c,,y,,,f,f,,d,a
2472,e,9.15,x,,n,t,,,w,12.27,19.85,b,,w,u,w,t,g,,d,u
2473,e,6.07,x,t,g,f,a,d,n,6.72,6.4,,t,g,,,t,l,,d,w
2474,e,3.6,x,d,n,f,p,,n,4.96,10.52,,,n,,,f,f,,d,a
2475,p,9.16,x,t,y,f,x,c,y,5.08,12.66,,,y,,,f,f,,d,a
2476,e,11.51,s,,g,f,s,c,u,6.51,20.41,,,b,,,f,f,,l,w
2477,p,3.09,o,,k,f,f,f,f,4.13,15.92,,g,n,,,f,f,,d,a
2478,p,8.47,x,,n,t,x,,u,8.72,18.77,s,,g,,u,f,f,,d,u
2479,e,15.36,x,s,e,f,d,d,w,9.8,17.94,,,w,,,t,,w,d,u
2480,e,7.31,f,e,b,f,,c,b,4.85,19.27,,,w,,,f,f,,d,a
2481,p,8.36,x,y,y,f,a,c,n,9.53,10.56,,y,n,,,t,,,d,u
2482,e,4.89,c,,g,f,f,f,f,5.31,19.08,,,n,,,f,f,,d,s
2483,e,14.05,f,s,e,f,d,d,w,9.84,18.38,,i,n,,,t,,w,d,u
2484,e,7.89,x,d,y,t,p,,y,7.42,13.78,,,y,,,f,f,,d,a
2485,e,3.42,x,d,p,f,a,c,e,4.23,6.3,,,o,,,f,f,,m,w
2486,p,8.19,x,w,p,f,s,c,p,4.89,10.34,,,p,,,f,f,,d,a
2487,p,7.31,o,k,y,f,,c,o,1.47,15.97,,,y,,,f,f,,d,w
2488,p,4.16,f,l,e,f,x,d,n,5.97,5.41,,,n,,,f,f,,l,a
2489,e,6.43,f,i,n,f,e,c,p,4.54,11.28,,,w,,,t,r,,w,a
2490,e,1.03,b,g,g,f,,,g,3.29,1.58,,,w,,,f,f,,d,s
2491,p,8.78,s,,y,t,d,,o,4.96,12.83,,,w,,,t,f,,d,u
2492,e,7.06,s,,n,f,d,c,w,5.5,8.87,,s,w,,,f,f,,h,u
2493,e,7.66,x,,n,t,p,,g,11.98,25.61,,y,w,,,f,f,,d,u
2494,p,1.77,b,,n,f,a,,g,4.87,1.98,,s,n,,,f,f,,d,a
2495,p,3.21,f,y,n,f,e,c,w,4.77,3.63,,k,w,,,t,e,,m,u
2496,e,10.02,p,y,n,t,e,,p,8.75,17.44,,y,w,,,t,p,,l,a
2497,p,5.32,s,d,e,t,d,c,n,5.64,7.36,,,n,,,f,f,,d,a
2498,p,7.17,x,t,e,f,x,d,w,5.81,17.54,b,,w,,,f,f,,d,u
2499,p,2.87,c,,w,f,a,c,n,3.8,3.5,,i,u,,,f,f,,d,a
2500,e,8.43,x,h,n,t,p,,y,7.38,15.81,,,y,,,f,f,,d,u
2501,e,5.79,x,s,o,f,p,,n,5.34,11.31,,,n,,,f,f,,d,u
2502,p,8.12,x,y,w,t,,,w,8.36,15.85,s,,w,,,t,l,,g,u
2503,e,5.93,x,s,o,f,p,,n,6.16,11.9,,,e,,,f,f,,d,a
2504,e,4.64,x,,n,f,x,c,w,8.08,8.89,b,,w,,w,t,,,g,u
2505,p,4.4,f,l,n,f,x,d,n,5.97,4.42,,,n,,,f,f,,d,u
2506,e,11.19,f,,w,f,d,c,w,2.31,13.05,,,w,,,f,f,,d,w
2507,e,7.28,x,y,n,f,e,c,w,6.43,10.52,,y,n,,,f,f,,d,a
2508,e,9.62,p,s,n,t,e,,g,10.45,17.62,,,w,,,t,r,,m,u
2509,e,4.59,x,t,n,f,d,,o,5.31,6.88,,t,w,,,f,f,,d,a
2510,p,7.67,p,g,n,f,e,,w,7.52,14.29,,y,w,u,w,t,p,,d,a
2511,e,14.59,x,y,n,t,e,,w,8.88,18.35,,,w,,,t,,,g,a
2512,p,5.46,s,d,y,f,d,c,y,3.27,7.2,,,o,,,f,f,,h,u
2513,e,7.28,x,,n,f,x,c,w,6.12,13.42,,s,w,,,f,f,,d,a
2514,e,8.64,x,e,y,f,x,c,w,8.06,22.06,,,w,,,f,f,,d,u
2515,p,2.28,p,t,n,f,a,c,n,7.0,2.64,,t,y,,,t,e,,m,a
2516,p,6.41,f,t,y,f,x,c,y,6.47,16.74,,,y,,,f,f,,d,a
2517,e,12.63,x,t,n,t,p,,y,8.44,22.92,,,n,,,f,f,,d,a
2518,e,1.09,x,g,n,t,a,,w,4.82,1.02,,,n,,,f,f,,d,u
2519,e,5.82,f,y,g,f,s,,g,5.74,10.16,,,w,,,f,f,,d,a
2520,p,9.53,x,y,n,f,a,c,y,12.22,12.77,,y,y,,,t,,,d,u
2521,e,6.68,x,d,y,t,p,,r,6.21,12.75,,,y,,,f,f,,d,u
2522,p,1.72,b,,g,f,a,,g,5.35,2.12,,s,g,,,f,f,,d,u
2523,p,4.03,x,h,n,f,a,c,n,4.81,6.31,,y,o,,,t,z,,d,a
2524,p,1.5,b,h,n,f,a,,n,3.99,1.34,,t,n,,,f,f,,g,s
2525,e,9.03,x,s,k,f,a,c,w,4.84,18.03,,,w,,,f,f,,d,a
2526,e,9.83,s,s,u,f,x,,n,7.45,24.22,,,p,,,f,f,,d,w
2527,e,6.02,b,h,k,f,s,d,w,4.39,9.29,,s,g,,,f,f,,d,u
2528,p,6.58,x,s,r,t,s,d,r,5.08,12.09,,i,n,,,f,f,,d,a
2529,p,4.41,f,l,e,f,x,d,y,6.18,4.83,,,n,,,f,f,,l,a
2530,p,3.89,b,t,n,f,x,c,p,4.91,3.52,,,n,,,f,f,,d,a
2531,e,6.78,x,s,n,f,e,c,w,6.43,10.44,,i,n,,,f,f,p,d,w
2532,e,9.81,f,s,y,f,a,d,w,10.01,16.12,,i,n,,w,t,,w,d,w
2533,e,3.13,x,,r,f,a,,r,4.74,6.43,,,r,,,f,f,,l,a
2534,p,20.41,x,d,n,f,p,,y,5.88,38.43,,,n,,,f,f,,d,w
2535,p,3.1,x,d,w,f,d,d,w,2.8,2.33,,h,w,,,f,f,,g,u
2536,p,8.52,p,y,n,f,,,k,14.63,15.93,,,w,,,f,f,,d,a
2537,p,6.2,x,d,n,t,d,c,n,7.65,10.42,,,e,,,f,f,,d,a
2538,e,3.36,s,d,g,t,d,c,p,3.88,6.19,,,g,,,f,f,,d,a
2539,e,1.55,c,g,n,f,a,,w,4.75,1.46,,,g,,,f,f,,d,a
2540,p,10.76,x,,n,f,p,,w,10.34,29.46,c,,n,,,f,f,p,d,u
2541,p,5.61,x,,w,f,,c,r,2.99,12.51,,,y,,,f,f,,d,a
2542,e,6.43,b,h,g,f,s,d,g,4.99,10.18,,s,g,,,f,f,,d,a
2543,e,8.13,f,s,k,f,a,c,w,4.24,15.49,,,w,,,f,f,,d,a
2544,p,1.66,o,k,n,f,,,n,3.63,1.39,,,n,,,f,f,,d,a
2545,p,2.86,b,d,y,f,a,,r,5.46,5.84,,t,y,,,f,f,,d,u
2546,p,6.31,x,g,n,f,e,,w,7.83,14.43,,y,w,u,w,t,p,,d,a
2547,p,12.32,x,,n,f,e,,w,11.1,14.57,,,w,u,w,t,g,,d,a
2548,p,5.6,x,,y,f,s,d,y,3.16,11.66,,i,y,,,f,f,,d,a
2549,p,10.43,x,,w,f,e,,w,10.84,12.37,,,w,u,w,t,e,,d,a
2550,e,10.07,p,t,n,t,p,,y,9.55,22.84,,,n,,,f,f,,d,a
2551,p,3.03,o,,g,f,f,f,f,3.25,14.33,,g,n,,,f,f,,d,s
2552,p,2.18,p,t,n,f,a,c,g,6.37,2.66,,t,y,,,t,e,,m,u
2553,e,4.17,s,d,u,t,d,c,p,4.6,6.23,,,g,,,f,f,,d,u
2554,p,1.83,c,h,n,f,,,n,7.01,2.84,,,y,,,f,f,,g,a
2555,e,8.65,o,,n,f,,,w,3.66,18.0,,,n,,,f,f,,d,a
2556,e,1.41,x,w,n,f,,d,g,5.08,2.51,,,w,,,f,f,,d,s
2557,p,3.77,x,y,n,f,a,,w,5.67,3.4,,y,y,,,t,r,,d,a
2558,p,3.62,b,t,n,f,x,c,p,5.55,4.43,,i,n,,,f,f,,m,u
2559,e,10.99,f,e,b,f,,c,b,5.03,19.84,,,w,,,t,f,,d,a
2560,e,12.07,x,h,n,t,p,,y,8.16,22.52,,,n,,,f,f,,d,u
2561,p,3.41,o,,w,f,f,f,f,5.52,27.5,,g,w,,,t,f,,d,u
2562,p,2.47,x,g,n,f,a,,w,6.81,2.5,,,w,,,f,f,,d,u
2563,p,11.53,f,,n,f,e,,w,11.03,13.16,,,w,u,w,t,g,,d,u
2564,p,1.45,b,,n,f,a,,g,4.66,1.98,,s,g,,,f,f,,d,u
2565,p,6.14,x,i,y,f,a,c,n,7.05,7.87,,i,n,,k,t,z,k,d,a
2566,p,2.22,p,t,n,f,a,c,n,7.86,2.47,,t,y,,,t,e,,m,u
2567,p,5.87,f,,y,f,s,d,y,5.86,12.39,,i,y,,,f,f,,d,a
2568,p,15.88,f,d,n,f,d,c,y,5.77,38.13,,k,n,,,f,f,,d,u
2569,p,8.61,f,,y,f,x,c,y,7.05,12.48,,,w,,,f,f,,d,u
2570,e,9.05,x,s,n,f,e,c,w,6.12,9.34,,i,w,,,f,f,p,d,a
2571,p,1.14,x,g,w,f,a,d,w,3.4,1.69,,,n,,,f,f,,d,u
2572,p,4.31,f,k,w,f,s,,p,2.88,3.2,,,n,,,f,f,p,g,u
2573,e,7.79,f,y,n,f,,,w,5.82,25.0,b,,n,,w,t,e,,d,a
2574,p,6.87,x,t,n,f,x,c,y,4.87,15.13,,,y,,,f,f,,d,a
2575,e,2.57,b,y,n,f,,c,n,5.4,2.86,,,w,,,f,f,,d,u
2576,p,4.1,f,l,n,f,x,d,e,6.78,5.27,,,n,,,f,f,,d,a
2577,e,7.67,x,d,e,t,p,,r,5.5,11.9,,,e,,,f,f,,d,a
2578,e,9.94,x,t,n,t,p,,y,7.63,17.54,,,n,,w,t,p,,d,a
2579,p,1.76,x,i,l,f,a,,w,4.86,2.31,,,w,,,f,f,p,g,a
2580,p,7.21,x,t,e,f,x,d,w,5.69,17.11,b,,w,,,f,f,,d,a
2581,e,3.59,f,d,n,t,d,c,p,4.41,6.86,,,g,,,f,f,,d,u
2582,e,8.3,f,s,p,f,a,c,w,5.21,17.45,,,w,,,f,f,,d,a
2583,e,3.13,b,g,n,f,x,d,w,4.09,2.93,,,y,,,f,f,,g,u
2584,p,3.34,x,k,w,f,s,,p,3.79,3.03,,,n,,,f,f,p,g,a
2585,p,3.45,x,,w,f,x,c,p,8.75,4.58,,,p,,,f,f,,l,a
2586,p,5.95,b,t,w,f,e,c,w,12.18,11.88,,y,w,u,w,t,e,,d,a
2587,e,4.84,f,y,g,f,s,,g,4.97,8.41,,,w,,,f,f,,d,u
2588,p,4.06,b,y,p,f,e,c,w,4.72,3.54,,k,w,,,t,e,,m,a
2589,p,7.89,s,,o,t,d,,o,5.63,12.8,,,w,,,t,f,,d,a
2590,e,1.07,p,g,g,f,,,g,2.73,1.46,,,w,,,f,f,,d,a
2591,e,3.04,b,y,n,f,,c,n,6.59,3.21,,,w,,,f,f,,d,a
2592,e,5.61,x,h,n,f,x,c,w,4.48,6.07,,y,n,,,t,r,,d,a
2593,e,3.24,x,k,n,f,p,,e,4.13,9.58,,,y,,,f,f,,d,a
2594,e,5.52,x,h,n,f,a,d,n,5.6,5.81,,t,w,,,t,l,,d,a
2595,e,7.24,f,y,n,f,e,c,p,4.62,13.11,,,w,,,t,l,,w,a
2596,p,14.46,s,k,n,f,d,c,y,7.65,41.28,,k,n,,,f,f,,d,u
2597,e,1.14,c,g,n,t,a,,p,5.39,0.96,,,n,,,f,f,,h,u
2598,p,2.83,b,,g,f,a,,g,5.35,2.14,,s,n,,,f,f,,d,u
2599,p,2.48,x,g,e,f,a,,w,6.85,2.45,,,n,,,f,f,,d,u
2600,e,3.73,x,h,n,f,,c,n,7.47,7.07,,s,w,,w,f,f,k,d,s
2601,e,9.66,x,i,n,t,e,,p,8.76,17.23,,y,w,,,t,l,,l,a
2602,p,4.47,o,,w,f,f,f,f,5.79,31.0,,g,w,,,t,f,,d,a
2603,e,3.24,x,h,n,f,,c,n,5.41,5.51,,s,w,,w,f,f,k,d,w
2604,p,7.69,x,i,n,f,a,,k,8.66,7.43,,i,n,,k,t,z,k,d,a
2605,e,8.54,x,h,y,t,x,c,y,8.28,16.29,,,w,,,f,f,,d,a
2606,p,4.74,x,s,y,f,a,c,y,6.35,6.92,,g,o,,,f,f,,g,u
2607,p,6.61,s,d,e,t,d,c,n,6.65,8.83,,,n,,,f,f,,d,a
2608,e,4.64,x,,w,f,x,c,w,8.37,9.15,b,,w,,w,t,,,g,u
2609,e,10.58,s,s,r,f,x,,n,7.7,22.89,,,p,,,f,f,,d,a
2610,e,6.37,x,e,y,f,x,c,w,7.45,22.13,,,w,,,f,f,,d,a
2611,e,3.91,x,t,n,f,p,,n,4.94,11.73,,,n,,,f,f,,d,u
2612,p,4.61,b,h,n,f,,,n,11.32,6.35,,,w,,,t,,k,g,w
2613,e,9.22,x,s,u,f,a,c,w,5.41,16.66,,,w,,,f,f,,d,a
2614,p,8.84,x,t,p,t,d,c,p,8.38,16.26,,,p,,,t,f,,d,a
2615,p,1.45,x,,n,f,,,k,4.61,2.43,,s,n,,,f,f,k,g,a
2616,e,10.61,s,,w,t,d,c,y,6.12,24.67,,,w,,,f,f,,d,a
2617,e,7.08,x,h,w,f,e,,w,5.94,13.27,b,,y,u,y,t,g,,d,a
2618,e,3.57,s,,n,f,f,f,f,6.69,8.67,,,y,,,f,f,,d,a
2619,e,11.04,s,,w,t,d,c,p,4.92,20.67,,,w,,,f,f,,d,a
2620,p,6.85,s,,r,t,d,,o,4.3,12.5,,,w,,,t,f,,d,u
2621,p,1.87,b,g,y,f,,c,n,5.81,3.06,,,n,,,f,f,,m,s
2622,p,7.09,f,,g,f,d,c,w,5.99,10.16,b,,n,,,f,f,,l,a
2623,e,7.63,p,s,w,f,e,c,n,5.06,12.44,,,w,,w,t,e,,g,a
2624,e,8.3,f,s,b,f,d,d,b,6.31,12.64,,,w,,,f,f,,d,a
2625,e,6.2,x,d,y,t,p,,y,7.51,16.33,,,y,,,f,f,,d,a
2626,e,9.48,f,,u,f,s,c,u,8.21,21.07,,,b,,,f,f,,l,a
2627,p,6.63,s,h,n,t,d,,w,4.48,12.88,,t,r,,,f,f,,d,u
2628,p,13.5,f,,g,f,e,,w,11.4,17.47,,,w,u,w,t,e,,d,a
2629,p,3.77,f,k,w,f,s,,p,5.09,3.26,,,n,,,f,f,p,g,a
2630,e,6.24,x,d,e,t,p,,y,5.95,11.62,,,e,,,f,f,,d,u
2631,e,3.77,x,s,p,f,a,c,e,4.26,7.13,,,o,,,f,f,,m,a
2632,e,3.48,f,s,w,f,d,d,w,3.81,6.0,,,w,,,f,f,,m,a
2633,e,8.68,x,y,e,f,,,w,5.83,22.7,b,,n,,w,t,e,,d,u
2634,p,1.6,b,h,n,f,a,,n,4.91,1.62,,t,n,,,f,f,,g,u
2635,p,10.08,x,h,n,f,s,,p,7.87,17.19,,i,n,,,f,f,,d,a
2636,p,2.14,x,g,e,f,a,,w,6.74,2.36,,,w,,,f,f,,d,u
2637,e,5.05,x,s,n,f,p,,n,5.38,9.6,,,n,,,f,f,,d,a
2638,e,3.77,s,,n,f,f,f,f,6.56,7.44,,,y,,,f,f,,d,a
2639,p,6.22,s,d,e,t,d,c,y,6.14,9.37,,,n,,,f,f,,d,u
2640,e,10.99,s,t,w,t,d,c,o,5.75,16.69,,,w,,,f,f,,d,u
2641,e,0.99,p,g,g,f,,,g,2.9,1.48,,,w,,,f,f,,d,s
2642,p,1.52,b,h,n,f,a,,n,4.25,1.37,,t,n,,,f,f,,h,u
2643,p,3.44,f,,u,f,a,,w,3.91,6.94,,,y,,,f,f,,d,a
2644,e,5.59,s,,n,f,d,c,w,5.61,7.12,,s,w,,,f,f,,d,u
2645,p,6.86,x,,g,f,d,c,y,6.23,11.12,b,,n,,,f,f,,d,a
2646,p,5.82,x,s,n,f,s,,n,5.31,6.82,,y,n,,,f,f,,d,a
2647,p,1.49,x,g,n,f,d,d,n,1.71,2.46,,s,n,,,f,f,,h,a
2648,e,0.76,x,g,p,f,a,,n,4.42,1.01,,s,k,,,f,f,,d,w
2649,e,1.96,x,,w,f,,d,w,5.47,3.57,,,w,,,f,f,,d,a
2650,p,2.78,b,,g,f,a,,n,9.54,2.43,,,n,,w,f,f,k,g,u
2651,p,2.06,b,,n,f,a,,g,5.17,2.05,,s,g,,,f,f,,d,a
2652,p,7.41,x,h,r,f,,c,w,10.69,14.2,,,w,u,w,t,p,,d,u
2653,p,6.02,x,k,n,f,p,,e,5.61,10.14,,,y,,,f,f,,d,a
2654,p,7.31,b,t,w,f,e,c,w,12.96,12.9,,y,w,u,w,t,l,,d,a
2655,e,6.09,f,s,b,f,x,c,w,8.06,11.04,,s,n,,,f,f,,l,w
2656,p,3.16,b,,g,f,a,,k,9.78,2.67,,,g,,w,f,f,k,g,u
2657,p,3.25,x,t,n,f,s,c,n,5.17,8.58,,,w,,n,t,z,,d,u
2658,e,6.14,x,h,n,f,x,c,n,3.9,5.05,,y,n,,,t,r,,d,w
2659,e,5.04,f,t,n,f,s,,y,8.61,11.9,,t,o,,,f,f,,d,w
2660,e,6.04,s,l,w,f,d,,w,3.62,8.11,,,w,,,f,f,,g,a
2661,p,8.68,s,t,p,t,d,c,p,7.85,14.0,,,p,,,t,f,,d,a
2662,e,6.27,x,,n,t,p,,g,9.29,19.21,,y,w,,,f,f,,d,u
2663,e,10.8,f,,n,f,s,c,g,6.75,18.33,b,,u,,,f,f,,d,w
2664,p,8.4,x,,u,t,x,,u,9.6,20.5,s,,u,,u,f,f,,d,a
2665,p,3.03,b,,k,f,a,,n,8.59,2.42,,,n,,w,f,f,k,g,a
2666,e,9.3,x,,y,f,a,c,w,6.59,15.88,,,g,,,f,f,,d,a
2667,p,0.83,x,,o,f,d,,o,4.49,0.87,,,o,,,f,f,w,g,a
2668,p,7.25,x,g,n,f,e,,w,6.87,11.96,,y,w,u,w,t,p,,d,a
2669,p,9.05,x,h,n,f,s,,p,7.7,17.65,,i,n,,,f,f,,d,a
2670,p,6.63,b,t,w,f,e,c,w,11.77,12.34,,y,w,u,w,t,l,,d,u
2671,p,6.55,x,w,p,f,s,c,p,4.03,9.64,,,p,,,f,f,,d,a
2672,e,1.44,c,g,n,f,a,,g,4.97,1.33,,,g,,,f,f,,l,u
2673,e,11.14,x,s,y,f,p,,n,9.24,19.42,,,n,,,f,f,,d,u
2674,e,6.24,f,s,n,f,x,c,w,7.13,10.05,,s,n,,,f,f,,l,w
2675,p,7.15,x,h,e,f,x,d,w,5.65,17.18,b,,w,,,f,f,,d,a
2676,e,3.12,f,s,w,f,d,d,w,3.33,5.98,,,w,,,f,f,,g,w
2677,p,12.74,x,h,g,t,s,,p,7.18,17.3,,i,n,,,f,f,,d,u
2678,p,3.84,x,t,n,f,a,c,n,4.72,6.15,,y,n,,,t,z,,d,a
2679,p,1.46,x,,n,f,,,n,4.82,2.41,,s,n,,,f,f,k,g,a
2680,e,7.74,x,t,n,f,p,d,y,7.37,12.22,,s,n,,,f,f,,d,u
2681,p,5.04,f,t,n,f,x,c,p,6.65,4.49,,i,g,,,f,f,,d,a
2682,p,4.03,f,d,n,f,x,c,y,4.64,3.64,b,i,n,,,f,f,,l,a
2683,e,1.22,b,g,g,f,,,g,2.74,1.48,,,w,,,f,f,,d,a
2684,p,7.02,x,g,n,f,e,,w,7.16,13.12,,y,w,u,w,t,p,,d,u
2685,p,17.4,s,s,k,f,d,c,y,5.48,26.42,,,k,,,f,f,,d,u
2686,p,3.15,f,h,n,f,,,n,7.18,2.86,,,y,,,f,f,,g,u
2687,e,7.89,s,,n,f,,,w,4.65,23.13,,,n,,,f,f,,d,u
2688,p,3.14,f,d,b,f,x,c,w,3.77,2.59,b,i,n,,,f,f,,l,u
2689,e,3.84,s,,n,f,f,f,f,6.17,7.97,,,o,,,f,f,,,a
2690,p,3.59,f,k,n,f,s,,p,3.64,2.56,,,n,,,f,f,p,g,a
2691,e,6.35,x,y,n,f,e,c,w,5.64,9.72,,y,n,,,f,f,,d,a
2692,p,1.61,x,k,n,f,,,n,4.77,1.49,,,n,,,f,f,,d,a
2693,e,52.87,o,y,y,f,p,,y,7.16,35.87,,k,n,,,f,f,,d,u
2694,p,7.31,s,t,n,f,x,c,y,6.8,15.21,,,y,,,f,f,,d,a
2695,p,11.12,o,,n,f,f,f,f,3.97,26.18,,g,n,,,f,f,,d,s
2696,e,52.37,o,y,y,f,p,,y,7.37,44.86,,k,k,,,f,f,,d,a
2697,e,7.59,s,,n,f,s,c,g,8.47,22.76,b,,u,,,f,f,,g,a
2698,p,3.39,x,y,n,f,a,,w,5.88,3.63,,y,n,,,t,r,,h,u
2699,p,2.93,x,t,n,f,a,c,n,3.12,5.52,,y,n,,,t,z,,d,u
2700,p,1.06,x,g,w,f,a,d,w,3.35,1.61,,,e,,,f,f,,d,u
2701,p,0.68,x,,o,f,d,,o,4.65,1.02,,,y,,,f,f,w,g,a
2702,e,6.73,x,l,w,f,d,,p,3.24,8.36,,,w,,,f,f,,d,a
2703,p,3.14,x,t,n,f,s,c,p,5.52,8.56,,,w,,n,t,z,,d,u
2704,e,6.81,x,,n,t,p,,g,11.53,22.09,,y,w,,,f,f,,d,a
2705,e,1.75,x,w,g,f,,d,k,5.37,2.63,,,w,,,f,f,,d,w
2706,e,12.02,x,h,n,t,p,,y,8.36,22.64,,,n,,,f,f,,d,a
2707,e,3.91,x,h,n,f,,c,n,6.71,6.82,,s,w,,w,f,f,k,d,u
2708,p,12.24,o,,n,f,f,f,f,3.93,26.25,,g,n,,,f,f,,d,s
2709,p,8.09,b,y,w,f,,,p,16.47,18.21,,,w,,,f,f,,d,a
2710,e,22.32,s,s,k,f,a,d,k,9.45,23.49,,,w,,,f,f,w,d,u
2711,e,8.36,x,s,n,f,e,c,w,6.63,9.93,,i,n,,,f,f,,d,a
2712,p,3.98,x,h,o,f,a,c,n,4.45,5.92,,y,o,,,t,z,,d,a
2713,e,3.88,x,t,n,f,a,d,w,3.93,5.51,,t,o,,,f,f,,d,a
2714,p,2.18,f,s,o,f,d,,o,2.11,5.65,,,o,,,f,f,,m,u
2715,p,0.71,x,g,o,f,,,y,3.47,0.7,,,y,,,f,f,,d,a
2716,p,2.03,p,t,n,f,a,c,g,7.03,2.66,,t,y,,,t,e,,m,a
2717,e,7.21,s,,y,f,a,c,w,7.35,16.33,,,w,,,f,f,,d,w
2718,e,7.35,x,,n,t,p,,g,9.46,22.22,,y,w,,,f,f,,d,u
2719,p,4.35,x,t,n,f,s,c,p,5.94,9.03,,,w,,n,t,z,,d,u
2720,e,13.12,f,e,l,f,x,c,w,8.45,24.81,,,w,,,f,f,,d,a
2721,e,3.22,x,d,n,f,p,,y,3.47,8.75,,,n,,,f,f,,d,a
2722,e,6.36,s,s,o,f,d,d,o,6.09,11.73,,,w,,,f,f,,g,a
2723,p,0.63,f,,o,f,d,,o,3.98,0.93,,,o,,,f,f,w,g,a
2724,e,3.98,s,,n,f,f,f,f,6.35,6.85,,,y,,,f,f,,d,u
